MODULE	L1	L1_pv	L1/L2	L1/L2_pv	NUMBER_OF_GENES
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.47671196600035187	0.464	1.9506194684945382	0.64	30
REACTOME_CELL_CYCLE_CHECKPOINTS	0.4283616894283467	0.465	2.728293134491596	0.277	118
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.4755906935221903	0.469	2.231580772455875	0.544	20
REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.4525468114476127	0.472	2.7710225670059865	0.341	79
REACTOME_ERKS_ARE_INACTIVATED	0.5224407759276387	0.474	3.0973885240502383	0.404	11
REACTOME_MUSCLE_CONTRACTION	0.4518610834956672	0.475	1.4858704268245575	0.87	46
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.473537656150905	0.476	2.732476110736808	0.402	26
BIOCARTA_NGF_PATHWAY	0.4732639600974046	0.476	2.8936975167806245	0.37	17
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.5212807327106413	0.477	1.8859770860679814	0.727	10
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.472443132200293	0.477	2.0634026172856013	0.604	26
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.47221112004962973	0.478	3.302849949945102	0.308	15
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.47220590821925573	0.478	3.175413405021225	0.325	16
REACTOME_G1_PHASE	0.4502111798020248	0.478	1.8913778888362653	0.671	36
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.4716634898194865	0.479	2.185381826428198	0.559	21
BIOCARTA_IL7_PATHWAY	0.47143195518748704	0.48	2.1463980793198845	0.567	16
BIOCARTA_GLYCOLYSIS_PATHWAY	0.5202752856712722	0.481	3.8006556145343717	0.304	10
S_CC_PHASE	0.4489681706446725	0.482	2.1562731995480937	0.563	45
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.470195892279412	0.483	2.039843891572061	0.61	18
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.46990774671988933	0.483	1.9263002958201387	0.651	26
KEGG_MISMATCH_REPAIR	0.46964016015200083	0.484	2.63360711103919	0.431	21
GAP_JUNCTIONS	0.46892933943758086	0.488	2.5911712666185434	0.437	17
BIOCARTA_LEPTIN_PATHWAY	0.5164085209730707	0.491	3.550863779961784	0.334	10
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.4679624130511331	0.492	2.52534331173719	0.444	26
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.5159552647386855	0.494	1.509636613817893	0.875	11
BIOCARTA_IL6_PATHWAY	0.4676344980202512	0.494	2.3187733133875867	0.516	21
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.4673988343212041	0.496	2.2194551248592695	0.546	27
KEGG_O_GLYCAN_BIOSYNTHESIS	0.4667700888021326	0.499	3.067728753649223	0.344	28
EMT	0.41912591251865905	0.503	2.246968930781541	0.509	450
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.46551590301229573	0.504	2.570418192546501	0.441	22
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.4649230637730432	0.506	1.8791631135213827	0.672	26
REACTOME_ER_PHAGOSOME_PATHWAY	0.44309403769047717	0.507	2.7993395207791703	0.336	58
BIOCARTA_TPO_PATHWAY	0.4635481768056316	0.51	1.862714342477295	0.678	23
MMEJ	0.46314623642263136	0.512	3.507873043075732	0.276	15
KEGG_BETA_ALANINE_METABOLISM	0.46252296125291	0.517	2.58398862148876	0.439	21
BIOCARTA_TGFB_PATHWAY	0.46250021241822803	0.517	2.8616151848216274	0.373	18
BIOCARTA_EXTRINSIC_PATHWAY	0.5105181093818131	0.52	1.5886218436060153	0.846	12
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.5102621804534913	0.521	1.990352242161493	0.689	10
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	0.46201495343803917	0.522	2.6794597836216587	0.418	32
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.4391441216295816	0.522	2.7229621224436587	0.357	49
REACTOME_MITOTIC_M_M_G1_PHASES	0.41633658009237434	0.522	2.5788801867499775	0.336	165
REACTOME_DNA_REPLICATION	0.41523455560924266	0.523	2.6093162878014975	0.325	185
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.5096813075097198	0.524	2.0088119325379505	0.683	10
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.46138871383921737	0.526	2.9723851493002043	0.357	15
BIOCARTA_RANMS_PATHWAY	0.5086090169004793	0.527	2.774582084664045	0.457	9
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.5081732483264731	0.53	2.5060915193158046	0.51	10
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.45812723156501356	0.533	2.9398066277423514	0.362	28
S_PHASE_CHECKPOINT	0.43639169388993315	0.533	2.896807783807742	0.309	44
G1_CC_PHASE	0.45745321031455977	0.537	1.8891021874926845	0.67	24
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.45730046102803373	0.537	2.0427695720976	0.61	32
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.4569205940890503	0.537	1.9130050016631346	0.659	26
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.45620660351988623	0.537	3.110057407288369	0.336	23
KEGG_PROPANOATE_METABOLISM	0.45407779311857044	0.542	2.0922470432870957	0.597	31
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.5025968630496631	0.543	1.4946002543898884	0.886	11
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.45328904325326097	0.545	2.0765257321478434	0.603	21
BIOCARTA_COMP_PATHWAY	0.45260491192111546	0.545	1.4891686418406382	0.845	18
BIOCARTA_GCR_PATHWAY	0.45174187320857107	0.546	1.729174924180611	0.743	20
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.411877549929293	0.546	2.249236806798846	0.501	182
BIOCARTA_TCRA_PATHWAY	0.49944948133831596	0.547	2.004338957253563	0.683	12
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.499247651414554	0.547	2.369378593527704	0.547	14
BIOCARTA_BIOPEPTIDES_PATHWAY	0.43303509114435623	0.547	2.624709440627156	0.39	43
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.45129994686804314	0.548	1.3754666165431184	0.896	24
REACTOME_HYALURONAN_METABOLISM	0.4987698316465987	0.549	3.3037155396442976	0.371	13
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.49860004175803274	0.549	3.080479402865808	0.405	10
BIOCARTA_CTCF_PATHWAY	0.4507235269343682	0.549	2.7479975001599297	0.398	22
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.4501914648252987	0.55	3.161184128067926	0.328	23
BIOCARTA_NKT_PATHWAY	0.4495043429296761	0.551	1.115624005459047	0.994	28
BIOCARTA_CDK5_PATHWAY	0.4970204229407282	0.553	3.124137017347314	0.397	10
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.44894817376162627	0.553	2.494844248533269	0.453	21
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.4489419449095674	0.553	2.2308664499422184	0.544	22
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.4482597409478035	0.555	2.385422261953454	0.493	15
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.44811788700270216	0.556	2.4534851089755056	0.466	26
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.4479688198753173	0.556	2.1096019238030697	0.59	17
KEGG_GNRH_SIGNALING_PATHWAY	0.4099447768323161	0.556	2.004214049884021	0.626	99
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.4474175675976299	0.558	1.599736632771627	0.801	23
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.4474162472333492	0.558	2.472430654944761	0.458	15
KEGG_BUTANOATE_METABOLISM	0.4470049502251885	0.562	2.455508558783901	0.466	32
BIOCARTA_RANKL_PATHWAY	0.4932240939581814	0.563	1.9085720849968537	0.715	13
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.4919112287191155	0.566	1.8851992102828283	0.727	11
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.42921427207012336	0.566	2.5814382919502266	0.408	54
BIOCARTA_CALCINEURIN_PATHWAY	0.445797204815498	0.568	1.6278588156362948	0.79	20
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.40853014212623057	0.568	2.243233049185768	0.501	99
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.4455928346584075	0.569	2.379266499478721	0.495	23
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.44529880492902285	0.571	1.505914735552521	0.838	19
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.48871123138476563	0.574	2.5866937145234576	0.496	9
BIOCARTA_GATA3_PATHWAY	0.44400540113561887	0.575	2.382859090313743	0.495	15
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.4877517605536113	0.579	1.8042136925876604	0.756	12
E2F6_TARGETS	0.44287717534935084	0.579	2.2431000855066436	0.54	31
BIOCARTA_G1_PATHWAY	0.4427988219052401	0.581	1.90319927213268	0.662	27
BIOCARTA_ECM_PATHWAY	0.4425992580003192	0.581	2.855874754421269	0.377	23
CELL_CYCLE	0.4262321577283226	0.581	2.318884077530678	0.501	80
REACTOME_GABA_RECEPTOR_ACTIVATION	0.42612089704675893	0.582	2.4894122437805657	0.438	49
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.40635819968859666	0.582	2.339899565060873	0.449	196
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.44229174587163456	0.583	2.76427866603603	0.397	26
KEGG_PRIMARY_IMMUNODEFICIENCY	0.441975885802539	0.585	1.9724325699351504	0.637	34
REACTOME_IL_7_SIGNALING	0.4855394705206679	0.586	2.7084539260696388	0.47	10
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.48519341524102555	0.586	1.4965580555890468	0.885	9
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.44168727477560354	0.586	1.683974580533051	0.763	24
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.4844951602360401	0.587	2.9745162079730156	0.424	14
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.42498484347824994	0.589	2.5945809345983752	0.404	69
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.42484259055765905	0.589	2.545162617803988	0.415	62
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.48221841029470514	0.59	4.341922276025972	0.254	10
REACTOME_DIABETES_PATHWAYS	0.4054283443544849	0.591	1.8737448314067924	0.697	130
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.4812048295902561	0.594	1.855243411499656	0.736	10
REACTOME_RAP1_SIGNALLING	0.4395121000193536	0.595	2.4487605610562584	0.468	16
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.4803740236370373	0.597	2.744117963987812	0.462	13
BIOCARTA_HCMV_PATHWAY	0.4385217645640364	0.597	2.369738240412464	0.499	16
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.43834539067363953	0.597	1.988516738479736	0.625	17
KEGG_PHENYLALANINE_METABOLISM	0.43813287368917897	0.598	2.655313375739199	0.422	17
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.47902767735496404	0.599	2.481474237393058	0.52	12
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	0.4787919520464517	0.601	2.681443065262012	0.477	12
REACTOME_EGFR_DOWNREGULATION	0.43554799816084233	0.604	2.9157750329937713	0.366	24
TIGHT_JUNCTIONS	0.42026224775663756	0.606	2.172971455020671	0.556	39
REACTOME_MICRORNA_MIRNA_BIOGENESIS	0.43396931809762906	0.608	2.1636560617573104	0.562	21
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.4187240408179587	0.608	2.518186547370554	0.427	88
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.41834520145940884	0.609	2.7825368518373677	0.341	82
REACTOME_INTERFERON_SIGNALING	0.4024747992922887	0.609	1.610062400784264	0.828	153
REACTOME_TELOMERE_MAINTENANCE	0.41822714793331844	0.611	2.446853942546395	0.454	74
REACTOME_SIGNALING_BY_NOTCH3	0.47306433313334934	0.62	2.277680699056033	0.57	11
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.4156469192320163	0.62	1.994670938873088	0.634	63
SPINDLE_CHECKPOINT	0.4728807624355265	0.621	2.6466394844212076	0.481	14
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.4306646511377168	0.621	2.2510503489150047	0.537	22
BIOCARTA_MCALPAIN_PATHWAY	0.43055232080208494	0.621	2.757997952203755	0.397	24
REACTOME_RNA_POL_III_TRANSCRIPTION	0.43039529108461055	0.621	2.245854615834862	0.539	32
KEGG_RIBOFLAVIN_METABOLISM	0.4296853941055466	0.624	2.218551923573297	0.546	15
BIOCARTA_IL4_PATHWAY	0.4718637471807602	0.625	2.258852414221767	0.577	10
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.4718518334812656	0.625	1.9950273520497286	0.687	9
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.4718064590252071	0.625	2.6347455873427017	0.484	11
BIOCARTA_NUCLEARRS_PATHWAY	0.4717262393998856	0.625	1.3544018804920746	0.94	14
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.42899576395452127	0.625	2.4461892251059125	0.468	25
HR	0.413046630693073	0.625	3.144330587883397	0.245	52
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.4130287583038774	0.626	1.2884209216824773	0.942	84
REACTOME_METABOLISM_OF_POLYAMINES	0.46996045148349364	0.628	2.2239967691417477	0.584	14
REACTOME_FRS2_MEDIATED_CASCADE	0.4286136554654611	0.628	2.989183467042707	0.354	34
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.4285935549969316	0.628	2.3758724882732976	0.495	28
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.42839646813016713	0.629	2.321258916098622	0.515	23
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.4271814294778411	0.63	2.2961504260666645	0.522	35
KEGG_CELL_CYCLE	0.39812673202714927	0.63	1.869418571668956	0.697	125
BIOCARTA_CXCR4_PATHWAY	0.4267904733298524	0.631	1.863646219684643	0.677	22
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.42677646469237457	0.631	1.8795227753454664	0.672	20
BIOCARTA_MEF2D_PATHWAY	0.42675957655587754	0.631	1.721127766198909	0.752	22
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.426461557047902	0.632	2.538675077887419	0.442	33
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.4263075436496982	0.633	2.2333647187713517	0.544	20
KEGG_AXON_GUIDANCE	0.3972572707674437	0.633	1.9064287132398712	0.673	125
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.42620854551265774	0.634	1.8914649173189002	0.67	20
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.42607177084150427	0.634	1.9288579129962573	0.65	30
KEGG_LINOLEIC_ACID_METABOLISM	0.4258759451888189	0.636	1.7940015174655017	0.714	27
BIOCARTA_CBL_PATHWAY	0.4666816871494976	0.638	1.7760399722847198	0.768	12
REACTOME_OPSINS	0.46657569100429774	0.639	1.5034304391134152	0.879	9
BIOCARTA_SKP2E2F_PATHWAY	0.46600495198328973	0.64	2.553232740735958	0.499	10
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.4246838184323263	0.64	1.9280459273399109	0.651	24
REACTOME_L1CAM_INTERACTIONS	0.4099802811528754	0.642	2.37332403242447	0.478	84
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.4234374368064327	0.644	1.50660578886311	0.838	17
KEGG_SMALL_CELL_LUNG_CANCER	0.4095043666375323	0.644	2.402786696080462	0.466	82
KEGG_SPLICEOSOME	0.3955822376557884	0.644	2.3527573387404486	0.44	126
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.46489757667703185	0.645	2.449660691414261	0.527	11
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.46409296933915734	0.646	1.3381737706439856	0.943	14
BIOCARTA_CLASSIC_PATHWAY	0.46405479120434945	0.646	1.4460744123297822	0.907	13
BIOCARTA_EIF2_PATHWAY	0.4639856150569292	0.646	1.9139561573005068	0.714	10
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.4638864280848403	0.646	1.8701714591232448	0.734	10
REACTOME_INFLAMMASOMES	0.42291221801062656	0.646	1.7319384992415767	0.741	16
M_CC_PHASE	0.4227640269663547	0.648	2.1653971162049377	0.562	23
KEGG_FOLATE_BIOSYNTHESIS	0.4622695624333664	0.649	2.2379786899860634	0.582	10
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.4618723252170589	0.649	2.29293470914629	0.564	13
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.42256082728528727	0.649	1.8225800867108763	0.697	15
KEGG_PANCREATIC_CANCER	0.4086924953099093	0.65	2.269070426833664	0.518	68
KEGG_PARKINSONS_DISEASE	0.39390572278264235	0.653	1.883970547877461	0.692	131
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.46061094700559896	0.654	2.3030971399630786	0.562	11
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.4212888347332058	0.654	1.5574161849130226	0.817	16
KEGG_P53_SIGNALING_PATHWAY	0.40790575830793063	0.655	1.902758149192139	0.668	67
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.4075275238660058	0.655	1.31767502243467	0.932	69
BIOCARTA_HIF_PATHWAY	0.4598543597942861	0.656	2.2110594337451035	0.589	14
REACTOME_FANCONI_ANEMIA_PATHWAY	0.421178908048501	0.656	1.7740726560868738	0.726	24
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.3934578300291821	0.658	1.8446212323473743	0.707	201
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.458160425780785	0.66	1.387883774977486	0.929	10
BIOCARTA_LECTIN_PATHWAY	0.4577521372532321	0.66	1.4416935864848164	0.91	11
KEGG_SULFUR_METABOLISM	0.45764968808611206	0.661	1.6798333823458271	0.809	12
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.457342330718197	0.661	1.4775365092091481	0.896	14
KEGG_GLUTATHIONE_METABOLISM	0.40624136556658524	0.661	2.570256027160791	0.41	47
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	0.419436151772934	0.663	1.6887411319077041	0.762	20
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.4055101833441857	0.663	1.5023722801341157	0.866	49
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.4053135724533769	0.663	2.132870109526951	0.573	47
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.45717861319473097	0.664	2.209499033521853	0.59	14
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.4191187825004818	0.665	2.2842057159262867	0.526	16
BIOCARTA_CACAM_PATHWAY	0.41890672901275267	0.666	1.6584533606863656	0.774	15
REACTOME_PYRUVATE_METABOLISM	0.4186474074124522	0.667	2.3080064024452884	0.518	18
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.40333940168317045	0.669	1.9775279572572315	0.642	69
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.4546135589395204	0.671	2.2189671642282764	0.586	14
REACTOME_PLATELET_HOMEOSTASIS	0.40247289300542427	0.671	2.4882731034392394	0.439	75
KEGG_LEISHMANIA_INFECTION	0.40199823894653625	0.672	1.5688240012420762	0.833	68
BIOCARTA_IL3_PATHWAY	0.4543041900972835	0.675	2.3287872383542063	0.556	14
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.4013031194087695	0.675	2.471561526696463	0.444	43
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.41525112367970163	0.677	2.0277247601351687	0.613	22
REACTOME_CIRCADIAN_CLOCK	0.4003680695380099	0.677	1.8471698458905486	0.699	50
REACTOME_TIE2_SIGNALING	0.4147676495260497	0.678	1.500640342874879	0.839	16
E2F1	0.41409189377752864	0.681	2.9307686284324013	0.363	18
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.4138650988854347	0.681	1.799802584365252	0.711	16
REACTOME_GAP_JUNCTION_TRAFFICKING	0.41311271904661995	0.681	2.2343417573086324	0.543	26
BIOCARTA_PPARA_PATHWAY	0.39823514042743824	0.682	1.8984314360126748	0.669	56
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.3981097753383618	0.683	2.579361622052896	0.408	77
BIOCARTA_FCER1_PATHWAY	0.39774718529525377	0.684	2.0300235023329583	0.619	40
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.3975198254567117	0.684	2.1900853463176126	0.547	89
KEGG_GAP_JUNCTION	0.3969775056380903	0.684	1.516257052706232	0.858	88
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.4513768074785761	0.69	1.7115335463726347	0.8	10
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.45091569643083407	0.69	2.9121948693614312	0.432	14
KEGG_HOMOLOGOUS_RECOMBINATION	0.41101526886793704	0.69	2.795322163112295	0.39	27
REACTOME_AMINE_DERIVED_HORMONES	0.4504867622241587	0.691	1.618580963735832	0.833	14
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.39498674110678794	0.691	2.436549816393153	0.455	56
REACTOME_GLUCOSE_TRANSPORT	0.3943728425409003	0.691	1.2500522065430448	0.957	36
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.39417960669842617	0.691	1.9168592698534674	0.665	43
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.39384577429148737	0.691	2.3072290730849154	0.507	43
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.4103157605271282	0.692	1.871898359337692	0.673	17
REACTOME_CGMP_EFFECTS	0.41011106818102194	0.692	1.8468791086610523	0.69	18
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.3936326974455054	0.692	1.8613530950487933	0.687	38
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.3934935645525553	0.693	2.1110130780912355	0.58	83
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	0.44953825727888586	0.694	1.9930140147141988	0.688	10
BIOCARTA_INTEGRIN_PATHWAY	0.3933806006132895	0.694	2.2577465648437354	0.523	36
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.40900629412785355	0.695	2.34836209744627	0.508	19
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.44820274172573515	0.698	1.8786142171668319	0.731	12
BIOCARTA_BAD_PATHWAY	0.4081553879923887	0.699	2.0929476189287888	0.596	24
REACTOME_SYNTHESIS_OF_PC	0.40802725963907077	0.699	1.7175385433530799	0.752	17
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.407899193965366	0.699	1.4578489541533797	0.863	18
REACTOME_SIGNAL_AMPLIFICATION	0.40775819380338785	0.699	2.5628235105894	0.441	29
REACTOME_CHROMOSOME_MAINTENANCE	0.3852163888082873	0.699	2.0313684831706764	0.603	118
REACTOME_SIGNALING_BY_WNT	0.39245399654367236	0.701	2.430817590578644	0.457	62
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	0.39243959152359653	0.701	1.6307456008696515	0.802	50
REACTOME_MEIOTIC_SYNAPSIS	0.39184377168557527	0.703	2.400799116271805	0.466	72
REACTOME_LIPOPROTEIN_METABOLISM	0.40709338452919375	0.704	1.5720332415317202	0.81	27
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.40643022144471336	0.705	2.4375089574933133	0.47	28
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.38240913010997857	0.706	1.9705287047084048	0.642	95
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.3823619189347042	0.706	1.442772969793168	0.899	110
BIOCARTA_PTC1_PATHWAY	0.44672302100654876	0.707	2.372007602349126	0.547	10
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.44597131669428003	0.709	2.188735976000649	0.603	12
REACTOME_CS_DS_DEGRADATION	0.44505878880913663	0.711	1.6367706887124092	0.828	11
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.4041137895266441	0.711	2.0822913165645365	0.601	25
BIOCARTA_ATRBRCA_PATHWAY	0.4035054130105914	0.712	2.09913515717301	0.595	20
MMR	0.40350412716962314	0.712	2.0437709149607812	0.61	17
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.44460914781179256	0.713	2.4057627633387204	0.537	9
REACTOME_PI3K_AKT_ACTIVATION	0.38998516833514574	0.713	1.9038068633497232	0.667	36
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.4442922297747688	0.714	2.6915446431968206	0.476	14
REACTOME_MRNA_3_END_PROCESSING	0.40317809271438143	0.714	2.057535280996084	0.609	34
BIOCARTA_CELLCYCLE_PATHWAY	0.4031341600727381	0.714	1.5808156113854632	0.808	21
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	0.3893159073519432	0.715	2.256727756840753	0.524	61
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	0.40212667512567135	0.716	1.5771668046790044	0.809	15
